V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse
2,6,8,9,13,14,15,16,253.484679097415,105.925634291233
1,2,7,11,12,13,14,15,304.460992413984,112.858756078248
2,3,5,7,10,12,14,16,8.88043118260192,117.354173719105
1,5,8,10,13,14,15,16,295.889539014962,115.775137024066
1,4,5,7,9,12,13,17,300.354301082512,113.059463792029
1,2,5,10,12,13,15,17,276.226052079311,112.858756078248
2,3,5,11,12,13,14,15,118.57364517202,77.5902055674555
2,3,4,5,6,11,12,13,195.965456614004,117.176028967984
2,3,4,6,12,14,15,16,270.224977497423,116.395997505473
2,7,9,10,11,13,15,16,221.271050639107,106.765350184411
2,3,8,9,10,13,15,16,180.485831544741,105.057454868893
3,4,5,6,11,13,14,17,6.34782634831548,144.951005295926
2,3,6,9,11,13,14,17,211.780689428164,106.917780395526
1,5,6,8,9,10,12,13,13.0857780400971,133.241280359469
1,4,5,6,9,10,14,16,6.26110878628138,53.1713752936244
2,6,9,12,13,14,15,17,112.986826240552,109.029712625936
1,2,3,5,6,14,15,17,256.259104169014,108.905874092102
7,8,12,13,14,15,16,17,63.0072712616704,111.798434693872
4,6,7,8,10,12,13,17,293.946797653342,116.646020582132
1,3,5,6,9,11,13,17,301.308832314851,114.112462586902
2,3,4,6,10,11,13,17,51.2151926801697,113.123157343405
4,5,6,7,10,11,13,16,118.591806627807,78.5537957296107
1,6,9,10,11,13,15,17,25.2938027051005,128.470003484143
3,4,7,9,10,13,15,16,269.985269700586,117.358345150529
1,3,5,11,13,14,15,17,5.81942085589264,147.702437062876
2,4,5,6,9,10,13,17,105.815780543009,112.003216865567
3,7,8,9,12,13,14,16,268.741052131518,111.798434693872
1,4,8,12,13,15,16,17,36.3354204513535,76.4551647928911
3,4,5,9,10,11,12,14,171.368344908003,116.237910187279
1,2,5,6,8,12,13,16,260.755864658603,115.425904422555
1,2,3,10,11,12,13,15,287.975355793313,116.805942636897
3,4,6,8,10,13,16,17,39.9570116127724,122.463106164359
1,2,3,6,12,13,15,17,99.1932935472935,74.618244102506
2,4,5,11,13,14,15,16,271.183105607469,119.511695218994
2,3,4,9,10,13,15,17,250.41360068259,119.156130893092
5,7,10,11,12,13,16,17,5.75775405978617,154.678461971531
2,4,8,10,12,13,15,17,118.456247311038,78.7251062428065
1,2,7,8,10,14,16,17,85.3299436131673,118.275632714933
1,3,5,6,9,11,12,14,268.774016257941,117.536477441736
3,6,7,10,11,14,15,16,260.88353660649,78.5537957296107
1,2,3,6,7,8,10,14,242.504613208719,118.104183817908
1,5,9,12,13,15,16,17,216.253714349589,117.358345150529
3,4,7,8,12,13,14,16,253.951467931554,80.2310523719207
4,5,7,8,9,10,13,17,260.342768915863,80.4886838959
1,5,6,7,10,12,15,17,240.129463165067,104.550109010549
2,5,8,9,11,12,13,15,218.143497028916,105.392646802327
2,6,8,11,13,14,16,17,148.107854776401,103.619973091723
1,3,4,6,7,8,12,13,270.538446833402,104.673882915969
4,5,10,12,13,15,16,17,158.14280812387,105.551417634752
4,6,7,8,9,10,13,17,260.53744387044,105.392646802327
4,7,8,9,10,13,14,17,175.541781445935,49.3478469641787
4,5,7,8,11,13,15,17,256.810875933607,107.854477122158
6,7,8,9,12,14,15,17,16.9693710803247,128.083431240623
3,4,5,6,11,12,14,15,64.9309992362255,109.977088523019
2,3,6,10,11,12,13,16,299.296665304142,115.215381428206
4,5,6,7,8,9,12,15,309.925729284186,112.371633954691
2,5,7,10,13,14,15,17,6.35773782263564,138.853899712765
2,3,5,8,9,10,14,16,121.447814711038,76.9890175513976
2,3,6,8,11,14,15,16,72.3433802004562,116.575075532011
1,3,9,12,13,14,15,17,276.116411034581,115.771115466988
2,4,9,10,11,13,15,16,48.327984383478,115.664906473511
1,4,7,9,10,11,12,16,109.15559799121,110.189430474231
2,4,7,8,9,10,12,14,67.2613333452365,109.977088523019
1,2,5,8,9,11,15,16,6.37467391351722,86.4336976227109
1,4,7,8,10,11,13,16,234.705525366734,114.645810061711
3,4,5,7,8,12,16,17,243.996796006443,113.77332469329
3,4,8,10,13,15,16,17,290.000706708141,115.381273330182
3,5,8,9,13,15,16,17,257.736848034666,115.215381428206
1,3,5,8,9,12,15,17,6.5289368430756,80.8132365678946
1,5,6,10,11,12,16,17,25.8592850568881,140.222607615572
5,6,7,8,13,15,16,17,255.720542984818,117.862774146088
2,7,9,11,12,13,16,17,286.715938171668,112.371633954691
1,4,5,10,11,12,14,15,115.952268976752,77.1697632038688
2,3,6,11,13,14,16,17,276.739035898659,116.752710007595
1,4,5,7,10,11,12,13,262.824254264721,115.955653287849
1,3,5,6,8,11,14,17,259.68837923505,76.9890175513976
2,4,5,10,11,13,14,16,256.448166844581,116.575075532011
5,6,8,10,13,15,16,17,222.688757718269,115.771115466988
1,4,10,12,13,14,16,17,259.841890531311,78.9301701803935
1,2,3,5,6,11,15,16,266.119367535227,79.1214145177784
2,3,7,9,10,12,14,16,244.985412530977,103.185441289543
1,3,5,7,10,11,12,13,89.5190759003247,104.51188505451
1,4,6,9,11,13,14,15,9.58672807106747,134.974943568095
1,8,9,11,13,14,15,17,104.681848470453,106.400445045509
2,5,7,8,10,12,15,16,268.986220846245,106.245489869674
1,2,3,5,6,7,10,11,193.31406439843,50.2634061718861
2,3,6,7,8,14,16,17,257.535486530456,108.589621430194
2,4,5,8,9,10,11,14,6.16865129593409,140.799883390478
1,3,4,11,12,13,14,16,234.320531259703,103.948799613928
1,2,8,11,12,14,15,16,86.447212166113,104.674318441423
1,3,4,5,6,8,9,10,235.338487671731,104.51188505451
1,2,4,5,8,10,13,17,146.429226630068,48.2773116849873
1,4,7,8,11,12,14,16,244.403085856681,107.083851146989
1,3,5,6,8,9,12,16,207.381217732633,106.877797177018
1,2,5,9,11,12,13,15,97.9113418591016,105.476334117296
1,2,3,7,10,13,14,15,57.7167983857368,107.63982717912
1,2,3,4,7,13,16,17,59.225155555675,33.2538984888371
2,3,4,6,7,9,11,13,235.068726748213,106.340872558347
1,3,5,7,8,10,11,16,223.605141492963,106.618685593319
2,4,6,10,11,13,15,16,266.524137984488,106.400445045509
2,5,8,9,11,13,14,16,133.961115309561,50.4133094004538
2,4,5,8,9,12,16,17,258.477474439543,108.721576407218
2,3,4,5,6,7,13,16,220.352402363033,108.582245867578
2,5,6,7,8,9,11,13,10.4637115964094,63.3694639613853
1,3,5,8,9,13,14,17,232.588926665139,108.589621430194
6,7,8,10,11,12,14,16,206.246856103761,108.444057141974
1,3,6,10,12,13,15,16,240.136065394492,48.2139838148033
1,2,5,7,9,12,15,16,225.279678026425,50.1000939296994
4,5,6,8,9,11,13,17,223.623004504385,88.334697732711
1,2,3,4,5,6,10,12,55.6730797918806,114.82891584392
2,3,4,5,9,12,15,17,87.1603290448352,111.301202361245
1,2,3,9,13,14,15,16,269.866498014417,111.093421206182
1,2,9,10,11,13,14,17,47.3400774342046,76.2558431841291
3,4,5,6,13,15,16,17,216.468525406524,115.624709856552
2,3,6,10,11,13,15,17,269.014129813043,114.788316683619
3,4,5,12,13,15,16,17,287.28079125562,116.260926115254
3,4,5,7,10,11,12,17,12.9773062683222,129.658345205946
1,2,6,7,9,10,14,16,15.7972691160345,85.6281519018955
4,5,7,10,12,13,14,16,5.57252479796109,130.127184554214
2,4,5,6,9,10,14,15,250.202690529186,118.663976891745
4,5,8,10,14,15,16,17,283.301345182365,113.439367064525
1,4,5,7,13,15,16,17,87.9421909872093,78.147195200129
4,6,7,8,11,12,13,14,262.987825607594,117.689951592659
5,6,8,9,12,15,16,17,239.957247051908,116.927410865736
1,4,7,9,14,15,16,17,122.200298832547,77.9721858402462
2,4,7,8,11,13,14,16,266.682981473582,117.516036452603
1,3,5,8,10,11,15,17,227.73985548934,116.746726871866
3,4,7,8,12,15,16,17,225.840176349046,79.7555530060078
2,3,4,8,10,11,12,16,231.264498017608,79.9859436180545
1,2,3,4,5,14,16,17,254.258044698273,104.034496541235
2,3,4,7,9,13,15,16,105.125923239392,114.485889189583
2,5,8,9,11,12,15,16,249.395413813635,114.316567684036
2,4,5,6,10,11,14,15,105.018387647892,72.5398551710389
1,2,4,8,10,13,15,17,226.925806821707,117.475987533874
2,3,6,9,10,12,14,17,248.588017256265,117.041219486229
1,3,5,6,12,13,15,16,265.336489437834,111.301202361245
3,4,5,9,10,12,14,16,115.432382891861,76.132191537058
1,3,4,7,9,11,12,13,210.671009492778,115.805905061265
